date,age,manner_of_death,gender,race,state,signs_of_mental_illness,threat_level,flee,body_camera
2016-09-30,20.0,shot,M,B,OH,False,other,Foot,False
2016-10-01,28.0,shot,M,W,WV,False,attack,Foot,False
2016-10-01,18.0,shot,M,B,CA,False,other,Foot,True
2016-10-02,16.0,shot,M,H,CA,True,attack,Not fleeing,True
2016-10-02,36.0,shot,M,B,IL,False,other,Not fleeing,False
2016-10-03,57.0,shot,M,W,MA,False,attack,Not fleeing,False
2016-10-03,49.0,shot,M,W,NJ,False,other,Not fleeing,False
2016-10-04,31.0,shot,M,H,FL,False,attack,Foot,False
2016-10-04,26.0,shot,M,W,AR,False,attack,Not fleeing,False
2016-10-04,51.0,shot,M,W,MI,True,other,Not fleeing,False
2016-10-05,28.0,shot,M,W,CO,True,other,Not fleeing,False
2016-10-05,35.0,shot,M,W,SC,False,attack,Car,False
2016-10-07,57.0,shot,M,B,GA,False,other,Not fleeing,False
2016-10-07,36.0,shot,M,W,IN,False,other,Not fleeing,False
2016-10-07,42.0,shot,M,W,AL,False,attack,Not fleeing,False
2016-10-07,37.0,shot,M,B,LA,False,attack,Not fleeing,False
2016-10-07,49.0,shot,M,W,AR,False,other,Not fleeing,False
2016-10-08,21.0,shot,M,H,WA,True,other,Not fleeing,False
2016-10-08,39.0,shot,M,W,OK,False,other,Not fleeing,False
2016-10-08,53.0,shot,F,W,CA,False,attack,Not fleeing,False
2016-10-08,62.0,shot,M,W,IN,False,other,Not fleeing,False
2016-10-09,41.0,shot,M,B,NY,False,attack,Not fleeing,False
2016-10-09,40.0,shot,M,W,AZ,True,other,Car,False
2016-10-10,50.0,shot,M,W,NC,False,other,Not fleeing,False
2016-10-10,27.0,shot,M,H,CA,True,other,Not fleeing,False
2016-10-10,19.0,shot,M,N,TX,False,other,Not fleeing,False
2016-10-10,26.0,shot,M,W,OH,False,other,Car,False
2016-10-11,44.0,shot,M,A,WA,False,other,Not fleeing,False
2016-10-11,30.0,shot,M,W,CA,False,other,Not fleeing,False
2016-10-12,31.0,shot,M,W,LA,False,attack,Not fleeing,False
2016-10-12,33.0,shot,M,B,MA,False,attack,Not fleeing,False
2016-10-12,22.0,shot,M,W,KY,False,attack,Not fleeing,False
2016-10-13,50.0,shot,M,W,NV,False,other,Car,True
2016-10-13,38.0,shot,M,W,WA,False,other,Not fleeing,False
2016-10-13,46.0,shot and Tasered,M,W,OR,True,other,Not fleeing,False
2016-10-14,23.0,shot,M,W,TX,False,attack,Not fleeing,False
2016-10-14,24.0,shot,M,H,TX,False,attack,Not fleeing,False
2016-10-14,26.0,shot,M,W,CA,True,attack,Not fleeing,False
2016-10-15,38.0,shot,M,W,AL,False,attack,Not fleeing,False
2016-10-16,26.0,shot,F,W,TX,True,attack,Not fleeing,False
2016-10-16,32.0,shot and Tasered,M,W,CA,True,attack,Not fleeing,False
2016-10-17,50.0,shot,M,H,FL,True,other,Not fleeing,False
2016-10-17,17.0,shot,M,W,AR,True,attack,Foot,False
2016-10-17,39.0,shot and Tasered,M,W,FL,True,other,Not fleeing,False
2016-10-18,28.0,shot,M,B,MI,False,attack,Not fleeing,True
2016-10-18,66.0,shot,F,B,NY,True,attack,Not fleeing,False
2016-10-18,42.0,shot,M,H,OK,False,attack,Not fleeing,False
2016-10-18,34.0,shot,M,W,KY,False,attack,Not fleeing,False
2016-10-19,38.0,shot,M,W,OH,False,other,Car,False
2016-10-19,24.0,shot,M,W,TX,False,other,Not fleeing,False
2016-10-19,28.0,shot,M,H,NV,False,attack,Car,False
2016-10-20,29.0,shot,M,W,FL,False,attack,Not fleeing,False
2016-10-21,23.0,shot,F,N,WA,True,other,Not fleeing,False
2016-10-21,58.0,shot and Tasered,M,W,OK,False,other,Not fleeing,False
2016-10-22,21.0,shot,M,W,AL,True,other,Not fleeing,False
2016-10-22,31.0,shot,M,W,CA,False,attack,Car,False
2016-10-23,45.0,shot,M,W,MN,False,attack,Not fleeing,False
2016-10-23,38.0,shot,M,W,KY,False,attack,Not fleeing,False
2016-10-23,40.0,shot,M,B,CO,False,attack,Not fleeing,False
2016-10-24,19.0,shot,M,B,MO,False,attack,Car,False
2016-10-25,46.0,shot,M,B,AR,False,other,Not fleeing,False
2016-10-25,25.0,shot,M,W,MD,True,attack,Not fleeing,False
2016-10-25,25.0,shot,F,W,MD,False,attack,Not fleeing,False
2016-10-25,37.0,shot,M,W,CA,True,other,Not fleeing,False
2016-10-26,25.0,shot,M,B,TX,False,other,Not fleeing,False
2016-10-26,36.0,shot and Tasered,M,W,OK,False,attack,Not fleeing,False
2016-10-27,32.0,shot,M,W,MT,True,other,Not fleeing,False
2016-10-27,33.0,shot,M,B,TX,False,other,Not fleeing,False
2016-10-27,24.0,shot,M,H,GA,False,attack,Foot,False
2016-10-28,37.0,shot,M,W,MN,False,attack,Other,False
2016-10-28,38.0,shot,M,B,CA,True,attack,Not fleeing,False
2016-10-28,45.0,shot,M,A,OH,True,attack,Not fleeing,False
2016-10-30,31.0,shot,M,B,MA,True,other,Not fleeing,False
2016-10-30,34.0,shot,M,W,AZ,False,other,Car,False
2016-10-30,23.0,shot,M,H,TX,False,attack,Not fleeing,False
2016-10-30,38.0,shot,M,W,OK,False,attack,Car,False
2016-10-31,39.0,shot,F,B,CA,True,attack,Car,False
2016-10-31,55.0,shot,M,H,CA,False,attack,Not fleeing,False
2016-10-31,31.0,shot,F,W,OH,False,attack,Other,False
2016-11-01,76.0,shot,M,W,NV,False,other,Not fleeing,False
2016-11-02,59.0,shot,M,W,LA,True,attack,Not fleeing,True
2016-11-02,40.0,shot,M,W,UT,False,other,Other,False
2016-11-03,23.0,shot,M,B,NC,False,attack,Not fleeing,False
2016-11-03,64.0,shot,M,W,PA,True,attack,Not fleeing,False
2016-11-03,56.0,shot,F,W,GA,False,attack,Not fleeing,False
2016-11-04,26.0,shot,M,H,CA,False,other,Not fleeing,False
2016-11-04,35.0,shot,M,H,NY,True,attack,Other,False
2016-11-05,49.0,shot,M,W,FL,True,other,Not fleeing,False
2016-11-05,36.0,shot,M,W,OK,False,other,Car,False
2016-11-05,56.0,shot,M,W,WV,False,attack,Not fleeing,False
2016-11-05,59.0,shot,M,W,WA,True,other,Not fleeing,False
2016-11-05,34.0,shot,M,W,TX,False,other,Other,True
2016-11-06,43.0,shot,M,W,SC,True,attack,Not fleeing,False
2016-11-06,31.0,shot,M,W,NJ,False,other,Foot,False
2016-11-06,17.0,shot,M,W,AL,False,other,Car,False
2016-11-06,32.0,shot,M,W,WV,True,other,Not fleeing,False
2016-11-06,33.0,shot and Tasered,M,H,CA,False,attack,Not fleeing,False
2016-11-06,43.0,shot and Tasered,M,W,KY,False,other,Car,False
2016-11-07,31.0,shot,M,B,PA,False,attack,Other,False
2016-11-08,23.0,shot,M,H,CO,False,attack,Other,False
2016-11-08,26.0,shot,M,W,OH,False,attack,Car,False
2016-11-08,45.0,shot,M,H,CA,False,attack,Not fleeing,False
2016-11-08,19.0,shot and Tasered,M,W,KS,False,attack,Car,False
2016-11-09,36.0,shot,M,W,AZ,False,attack,Not fleeing,False
2016-11-10,41.0,shot,M,H,TX,False,undetermined,Not fleeing,False
2016-11-10,53.0,shot,M,W,FL,False,attack,Not fleeing,False
2016-11-11,24.0,shot,M,W,CO,False,attack,Car,False
2016-11-11,37.0,shot,M,H,ID,False,attack,Other,False
2016-11-11,47.0,shot,M,W,CO,False,attack,Not fleeing,False
2016-11-11,37.0,shot and Tasered,M,B,GA,False,attack,Foot,False
2016-11-12,40.0,shot,M,W,AK,False,attack,Not fleeing,False
2016-11-12,29.0,shot,M,H,AZ,False,attack,Car,False
2016-11-13,22.0,shot,M,H,CA,False,attack,Not fleeing,True
2016-11-13,21.0,shot,M,H,OK,False,attack,Not fleeing,False
2016-11-13,38.0,shot and Tasered,M,W,PA,True,attack,Not fleeing,False
2016-11-15,48.0,shot,M,W,CA,False,other,Not fleeing,False
2016-11-15,25.0,shot,M,B,PA,False,other,Car,False
2016-11-15,37.0,shot,M,W,TX,False,attack,Not fleeing,False
2016-11-16,37.0,shot,M,H,CA,False,other,Not fleeing,False
2016-11-16,56.0,shot,M,W,CA,False,other,Not fleeing,False
2016-11-18,25.0,shot,M,B,GA,False,attack,Not fleeing,False
2016-11-18,26.0,shot,M,B,IL,False,attack,Not fleeing,False
2016-11-18,35.0,shot and Tasered,M,W,FL,True,other,Not fleeing,False
2016-11-18,25.0,shot and Tasered,M,B,FL,True,other,Not fleeing,False
2016-11-18,48.0,shot and Tasered,M,W,AZ,True,other,Not fleeing,False
2016-11-19,29.0,shot,M,H,CA,False,attack,Foot,True
2016-11-19,55.0,shot,M,W,OK,False,attack,Not fleeing,True
2016-11-19,21.0,shot,M,B,NY,True,attack,Not fleeing,False
2016-11-19,15.0,shot and Tasered,M,A,CA,False,other,Foot,True
2016-11-20,24.0,shot,M,H,TX,False,attack,Not fleeing,False
2016-11-20,18.0,shot,M,W,MO,False,other,Foot,False
2016-11-21,19.0,shot,M,B,MO,False,attack,Foot,False
2016-11-21,27.0,shot,M,W,CA,True,other,Foot,False
2016-11-22,45.0,shot,M,W,CA,False,attack,Not fleeing,False
2016-11-22,36.0,shot,M,B,TX,False,other,Car,False
2016-11-22,34.0,shot,M,B,NC,False,attack,Not fleeing,False
2016-11-22,23.0,shot,M,B,NJ,False,attack,Not fleeing,False
2016-11-23,43.0,shot,M,W,FL,False,other,Not fleeing,False
2016-11-23,19.0,shot,M,B,IL,False,other,Foot,True
2016-11-24,45.0,shot,M,W,TN,True,attack,Not fleeing,False
2016-11-25,37.0,shot,M,B,IL,False,attack,Not fleeing,False
2016-11-25,23.0,shot,M,B,MS,False,attack,Other,False
2016-11-25,26.0,shot,M,H,AZ,False,other,Not fleeing,True
2016-11-26,20.0,shot,M,H,AZ,False,attack,Car,True
2016-11-27,59.0,shot,M,W,ME,False,attack,Not fleeing,False
2016-11-27,33.0,shot,M,B,IL,False,attack,Foot,False
2016-11-27,48.0,shot,M,B,LA,False,attack,Not fleeing,False
2016-11-27,50.0,shot and Tasered,M,W,KS,False,attack,Not fleeing,False
2016-11-28,18.0,shot,M,O,OH,False,attack,Not fleeing,False
2016-11-28,23.0,shot,M,H,CA,False,other,Foot,False
2016-11-28,41.0,shot,M,B,NC,False,other,Car,False
2016-11-29,41.0,shot,M,W,MA,False,other,Not fleeing,False
2016-11-29,55.0,shot,M,W,TX,False,other,Car,True
2016-11-29,29.0,shot,M,W,IN,True,other,Not fleeing,False
2016-11-29,31.0,shot,M,W,SC,False,attack,Foot,False
2016-11-30,25.0,shot,M,B,MO,False,other,Not fleeing,False
2016-12-01,38.0,shot,M,B,WA,False,attack,Not fleeing,False
2016-12-01,37.0,shot,M,H,AZ,False,attack,Not fleeing,False
2016-12-01,83.0,shot,M,W,AR,False,attack,Not fleeing,False
2016-12-02,22.0,shot,M,W,KY,False,other,Not fleeing,False
2016-12-02,33.0,shot,M,W,AL,False,attack,Not fleeing,False
2016-12-02,36.0,shot,M,W,NM,True,attack,Not fleeing,False
2016-12-03,38.0,shot,M,W,LA,False,attack,Foot,False
2016-12-04,26.0,shot,M,A,OH,False,other,Foot,False
2016-12-04,29.0,shot,M,B,IN,False,attack,Car,False
2016-12-06,55.0,shot,M,W,KS,False,attack,Not fleeing,False
2016-12-06,47.0,shot,M,W,FL,False,attack,Not fleeing,False
2016-12-06,52.0,shot,M,W,OR,False,attack,Not fleeing,False
2016-12-06,49.0,shot and Tasered,M,W,FL,False,attack,Other,False
2016-12-07,37.0,shot,M,B,TX,False,attack,Not fleeing,False
2016-12-07,36.0,shot,M,W,IA,False,other,Not fleeing,False
2016-12-07,20.0,shot,M,W,PA,True,attack,Not fleeing,False
2016-12-07,31.0,shot and Tasered,M,B,NC,False,other,Not fleeing,True
2016-12-08,37.0,shot,M,W,TX,False,attack,Not fleeing,False
2016-12-09,30.0,shot,M,O,HI,False,other,Not fleeing,False
2016-12-09,37.0,shot,M,W,NC,False,attack,Not fleeing,False
2016-12-09,35.0,shot,M,W,PA,True,other,Not fleeing,False
2016-12-10,35.0,shot,M,B,SC,False,attack,Foot,True
2016-12-10,36.0,shot,M,W,IN,False,other,Not fleeing,True
2016-12-11,39.0,shot,M,W,WV,False,other,Not fleeing,False
2016-12-11,30.0,shot,M,H,TX,False,attack,Not fleeing,False
2016-12-11,44.0,shot,F,W,AZ,True,attack,Not fleeing,False
2016-12-11,24.0,shot,M,W,KS,False,attack,Not fleeing,False
2016-12-11,53.0,shot and Tasered,M,W,NE,True,other,Not fleeing,False
2016-12-12,73.0,shot,M,H,CA,False,undetermined,Not fleeing,False
2016-12-12,31.0,shot,M,W,GA,False,attack,Not fleeing,False
2016-12-12,28.0,shot,M,B,PA,False,attack,Not fleeing,False
2016-12-13,18.0,shot,M,B,MD,False,attack,Not fleeing,False
2016-12-13,32.0,shot and Tasered,M,B,GA,True,other,Not fleeing,False
2016-12-15,60.0,shot and Tasered,M,W,CA,False,attack,Not fleeing,False
2016-12-16,36.0,shot,M,W,OR,False,attack,Not fleeing,False
2016-12-17,48.0,shot,M,W,TN,False,other,Not fleeing,False
2016-12-17,33.0,shot,M,H,CA,False,other,Not fleeing,False
2016-12-17,44.0,shot,M,N,WA,False,other,Not fleeing,False
2016-12-18,20.0,shot,M,B,CA,False,other,Foot,False
2016-12-18,37.0,shot,M,W,WA,False,other,Not fleeing,False
2016-12-18,72.0,shot,M,W,OK,True,attack,Not fleeing,False
2016-12-19,52.0,shot,M,W,NC,False,other,Not fleeing,False
2016-12-20,31.0,shot,M,W,CA,False,other,Other,False
2016-12-20,46.0,shot,M,H,TX,False,other,Not fleeing,False
2016-12-20,37.0,shot,M,W,CA,True,other,Not fleeing,False
2016-12-21,31.0,shot,M,W,OK,False,other,Not fleeing,False
2016-12-21,25.0,shot,M,W,OK,False,attack,Other,False
2016-12-21,46.0,shot,M,W,IN,False,other,Not fleeing,False
2016-12-21,38.0,shot,M,H,NV,False,attack,Car,False
2016-12-21,25.0,shot,M,W,AR,True,other,Not fleeing,False
2016-12-21,37.0,shot,M,W,CA,False,undetermined,Not fleeing,False
2016-12-21,24.0,shot,M,B,CA,False,attack,Not fleeing,False
2016-12-22,19.0,shot,M,B,MD,False,attack,Not fleeing,False
2016-12-23,55.0,shot,M,W,FL,False,attack,Not fleeing,False
2016-12-23,37.0,shot,M,W,CA,False,other,Car,False
2016-12-23,31.0,shot and Tasered,M,W,OR,True,other,Not fleeing,False
2016-12-24,53.0,shot,F,W,FL,False,other,Not fleeing,False
2016-12-24,37.0,shot,M,W,AL,False,attack,Foot,False
2016-12-24,48.0,shot,M,A,CA,True,attack,Not fleeing,False
2016-12-25,29.0,shot,M,B,DC,False,other,Not fleeing,True
2016-12-25,30.0,shot,M,W,OR,True,attack,Car,False
2016-12-25,33.0,shot,M,W,AR,False,attack,Not fleeing,False
2016-12-25,61.0,shot,M,W,FL,True,attack,Not fleeing,False
2016-12-27,35.0,shot,M,W,CA,False,attack,Not fleeing,False
2016-12-27,71.0,shot,F,W,TX,False,attack,Not fleeing,False
2016-12-27,41.0,shot,M,H,IL,False,attack,Not fleeing,False
2016-12-27,36.0,shot,M,W,TX,False,attack,Other,False
2016-12-28,28.0,shot,M,W,TN,False,other,Not fleeing,False
2016-12-29,52.0,shot,M,B,MD,False,attack,Not fleeing,True
2016-12-30,21.0,shot,M,B,FL,False,other,Car,False
2016-12-30,37.0,shot,M,W,FL,False,attack,Not fleeing,False
2016-12-30,31.0,shot and Tasered,M,W,AZ,False,other,Foot,False
2016-12-31,46.0,shot,M,W,FL,True,attack,Not fleeing,False
2016-12-31,32.0,shot,M,W,PA,False,attack,Other,False
2016-12-31,33.0,shot and Tasered,M,W,MN,False,attack,Not fleeing,False
2017-01-01,42.0,shot,M,W,OH,False,other,Not fleeing,False
2017-01-01,17.0,shot,M,B,IL,True,other,Not fleeing,False
2017-01-01,35.0,shot,M,W,GA,False,attack,Car,False
2017-01-01,23.0,shot,M,H,TX,False,attack,Foot,False
2017-01-01,21.0,shot,M,B,TX,False,attack,Car,False
2017-01-01,44.0,shot and Tasered,M,B,MO,True,attack,Foot,False
2017-01-03,53.0,shot,M,W,TX,True,attack,Not fleeing,True
2017-01-03,63.0,shot and Tasered,M,B,NY,True,other,Not fleeing,False
2017-01-04,18.0,shot,M,W,NY,False,attack,Foot,False
2017-01-04,51.0,shot,M,B,CA,False,attack,Foot,False
2017-01-04,64.0,shot,M,W,KY,False,attack,Not fleeing,False
2017-01-04,45.0,shot,M,W,IN,False,attack,Car,False
2017-01-05,20.0,shot,M,H,CA,False,attack,Not fleeing,False
2017-01-05,41.0,shot,M,W,TN,True,attack,Not fleeing,False
2017-01-06,23.0,shot,M,W,PA,True,other,Not fleeing,False
2017-01-07,25.0,shot,M,W,WV,False,other,Car,False
2017-01-07,42.0,shot,M,W,OK,False,attack,Other,False
2017-01-07,41.0,shot,M,W,MD,True,attack,Not fleeing,False
2017-01-07,31.0,shot,M,H,CO,True,other,Not fleeing,False
2017-01-07,50.0,shot,M,H,MO,True,attack,Not fleeing,False
2017-01-07,38.0,shot,M,H,NM,False,other,Not fleeing,False
2017-01-08,44.0,shot,M,W,GA,True,other,Not fleeing,False
2017-01-09,38.0,shot,M,B,AZ,False,other,Foot,True
2017-01-09,21.0,shot,M,B,MO,False,attack,Car,False
2017-01-10,32.0,shot,M,W,CA,False,other,Not fleeing,False
2017-01-10,23.0,shot and Tasered,M,B,TN,False,attack,Not fleeing,False
2017-01-11,41.0,shot,M,W,MN,False,other,Not fleeing,False
2017-01-11,41.0,shot,M,O,CA,False,attack,Other,False
2017-01-11,38.0,shot,M,H,NJ,False,attack,Not fleeing,False
2017-01-12,54.0,shot,M,W,FL,True,other,Not fleeing,False
2017-01-12,20.0,shot,M,N,MN,False,attack,Not fleeing,False
2017-01-12,26.0,shot,M,W,VA,True,attack,Not fleeing,False
2017-01-13,29.0,shot,M,O,HI,False,other,Car,False
2017-01-14,47.0,shot,M,W,TX,False,attack,Foot,False
2017-01-14,28.0,shot and Tasered,M,B,NY,False,attack,Not fleeing,False
2017-01-15,48.0,shot,M,W,CA,False,attack,Not fleeing,False
2017-01-15,34.0,shot,M,B,IL,False,attack,Foot,False
2017-01-15,37.0,shot and Tasered,F,A,CA,True,other,Not fleeing,False
2017-01-15,33.0,shot and Tasered,M,W,WA,False,other,Foot,True
2017-01-16,36.0,shot,M,W,GA,False,attack,Other,False
2017-01-16,43.0,shot,M,W,KY,False,other,Not fleeing,False
2017-01-16,32.0,shot and Tasered,M,A,VA,False,attack,Not fleeing,False
2017-01-17,29.0,shot,M,W,TN,True,attack,Car,False
2017-01-17,39.0,shot,M,H,CA,False,attack,Not fleeing,False
2017-01-18,40.0,shot,M,W,OK,False,attack,Not fleeing,False
2017-01-18,21.0,shot,F,W,TX,False,other,Car,True
2017-01-18,50.0,shot,M,W,CA,False,other,Car,False
2017-01-18,19.0,shot,M,B,IN,False,attack,Car,False
2017-01-18,28.0,shot,M,N,ND,False,attack,Not fleeing,False
2017-01-18,16.0,shot and Tasered,M,H,CA,False,other,Not fleeing,True
2017-01-19,49.0,shot,M,W,VA,True,other,Not fleeing,False
2017-01-19,44.0,shot,M,H,TX,False,attack,Foot,False
2017-01-19,25.0,shot and Tasered,M,W,MO,True,attack,Not fleeing,False
2017-01-20,39.0,shot,M,W,FL,True,attack,Not fleeing,False
2017-01-21,44.0,shot,M,B,MS,False,attack,Not fleeing,False
2017-01-21,50.0,shot and Tasered,M,W,NV,True,attack,Not fleeing,False
2017-01-22,57.0,shot,M,W,ME,False,attack,Not fleeing,False
2017-01-22,57.0,shot,M,B,PA,False,attack,Not fleeing,False
2017-01-22,33.0,shot,M,H,CA,False,other,Not fleeing,False
2017-01-23,21.0,shot,M,H,CA,False,attack,Not fleeing,True
2017-01-23,52.0,shot,M,W,GA,False,attack,Foot,False
2017-01-23,27.0,shot,M,W,IL,True,attack,Not fleeing,True
2017-01-23,60.0,shot,M,W,DE,True,other,Not fleeing,False
2017-01-23,25.0,shot and Tasered,M,B,LA,True,other,Not fleeing,False
2017-01-24,34.0,shot,M,H,CA,False,other,Not fleeing,False
2017-01-24,22.0,shot,M,W,MO,False,other,Car,False
2017-01-24,26.0,shot,M,B,LA,False,attack,Car,True
2017-01-24,27.0,shot,M,H,CA,False,attack,Other,False
2017-01-24,29.0,shot,M,H,NM,True,attack,Foot,True
2017-01-24,30.0,shot,M,W,MI,True,attack,Not fleeing,False
2017-01-24,32.0,shot,M,H,ID,False,other,Other,True
2017-01-24,18.0,shot and Tasered,M,H,PA,False,attack,Not fleeing,False
2017-01-25,37.0,shot,M,W,AL,True,attack,Car,False
2017-01-25,54.0,shot,M,B,MS,False,attack,Not fleeing,False
2017-01-25,50.0,shot,M,W,WI,True,attack,Not fleeing,True
2017-01-26,28.0,shot,M,H,NC,False,other,Car,False
2017-01-26,59.0,shot,M,W,MD,True,attack,Not fleeing,True
2017-01-26,24.0,shot,M,B,GA,False,other,Car,True
2017-01-26,34.0,shot,M,W,OH,False,other,Not fleeing,False
2017-01-27,25.0,shot,M,H,CA,True,attack,Not fleeing,True
2017-01-28,25.0,shot,M,H,TX,False,attack,Car,False
2017-01-28,17.0,shot,M,B,WA,False,attack,Not fleeing,False
2017-01-28,48.0,shot,M,W,WI,True,attack,Not fleeing,False
2017-01-28,45.0,shot,M,W,AZ,False,attack,Not fleeing,False
2017-01-29,53.0,shot,M,W,CT,True,attack,Not fleeing,False
2017-01-29,18.0,shot,M,H,CA,False,other,Foot,False
2017-01-30,50.0,shot,M,B,OK,False,other,Not fleeing,False
2017-01-30,36.0,shot,M,W,WA,True,other,Not fleeing,False
2017-01-30,45.0,shot and Tasered,M,H,CA,True,attack,Not fleeing,False
2017-01-30,42.0,shot and Tasered,M,W,CA,False,other,Not fleeing,False
2017-01-31,37.0,shot and Tasered,M,B,CA,True,attack,Not fleeing,False
2017-02-01,23.0,shot,M,B,TX,False,attack,Car,False
2017-02-01,31.0,shot,M,B,CA,False,attack,Car,False
2017-02-02,26.0,shot,M,W,WI,False,other,Not fleeing,False
2017-02-02,57.0,shot,M,W,FL,False,other,Not fleeing,False
2017-02-02,18.0,shot,M,H,TX,False,other,Not fleeing,False
2017-02-03,27.0,shot,M,H,CA,False,attack,Car,False
2017-02-03,41.0,shot,M,A,TX,False,attack,Not fleeing,False
2017-02-03,33.0,shot,M,W,NC,False,attack,Not fleeing,True
2017-02-03,22.0,shot,M,B,NC,False,attack,Car,False
2017-02-03,38.0,shot,M,W,WV,False,attack,Not fleeing,False
2017-02-03,26.0,shot,M,H,IL,False,other,Car,False
2017-02-03,45.0,shot,M,W,TX,False,other,Not fleeing,False
2017-02-04,68.0,shot,M,B,MO,False,attack,Not fleeing,False
2017-02-04,56.0,shot,M,W,FL,True,attack,Not fleeing,False
2017-02-04,23.0,shot,M,H,GA,False,other,Not fleeing,False
2017-02-05,45.0,shot,M,B,CA,True,attack,Not fleeing,False
2017-02-05,41.0,shot,M,B,OH,True,attack,Not fleeing,True
2017-02-05,33.0,shot,M,H,CO,False,other,Not fleeing,True
2017-02-06,22.0,shot,M,B,FL,False,attack,Not fleeing,False
2017-02-06,50.0,shot,M,B,CO,True,attack,Not fleeing,False
2017-02-06,52.0,shot and Tasered,M,H,CA,True,attack,Foot,False
2017-02-07,35.0,shot,M,W,TN,True,attack,Car,False
2017-02-07,18.0,shot,M,B,MD,False,other,Other,True
2017-02-07,34.0,shot,M,W,OH,False,attack,Not fleeing,False
2017-02-07,51.0,shot,M,W,KY,False,other,Not fleeing,False
2017-02-07,18.0,shot and Tasered,M,W,AL,False,other,Not fleeing,False
2017-02-08,29.0,shot,M,W,IN,False,other,Not fleeing,False
2017-02-08,34.0,shot,M,N,OK,False,other,Not fleeing,False
2017-02-08,25.0,shot,M,B,IL,False,other,Foot,False
2017-02-09,17.0,shot,M,B,OR,False,other,Foot,False
2017-02-09,37.0,shot,M,W,NM,False,undetermined,Not fleeing,False
2017-02-09,26.0,shot and Tasered,M,W,OH,False,other,Not fleeing,False
2017-02-09,33.0,shot and Tasered,M,H,WA,True,other,Not fleeing,False
2017-02-10,25.0,shot,M,W,WA,False,other,Foot,False
2017-02-10,31.0,shot,M,B,TN,False,other,Foot,False
2017-02-10,25.0,shot,M,W,ME,False,other,Not fleeing,False
2017-02-10,18.0,shot,F,W,ME,False,other,Not fleeing,False
2017-02-10,45.0,shot,M,W,OK,False,attack,Not fleeing,False
2017-02-10,25.0,shot,M,B,NC,False,attack,Other,True
2017-02-10,23.0,shot,M,B,NJ,False,other,Foot,False
2017-02-10,55.0,shot and Tasered,F,W,IL,True,attack,Not fleeing,False
2017-02-11,37.0,shot,M,W,SC,False,other,Not fleeing,False
2017-02-11,33.0,shot,M,A,HI,False,other,Car,False
2017-02-11,27.0,shot,M,B,MO,False,attack,Not fleeing,False
2017-02-11,32.0,shot,M,W,KY,True,attack,Not fleeing,True
2017-02-12,37.0,shot,M,W,TX,False,other,Other,False
2017-02-12,31.0,shot,M,B,NC,False,other,Other,False
2017-02-12,26.0,shot,M,H,CA,True,other,Foot,False
2017-02-13,32.0,shot,M,W,TN,False,attack,Car,False
2017-02-13,53.0,shot,M,W,AZ,False,attack,Not fleeing,False
2017-02-13,19.0,shot,M,B,MI,False,attack,Other,False
2017-02-14,53.0,shot,M,W,OH,True,other,Not fleeing,False
2017-02-14,35.0,shot,M,W,IN,False,other,Other,False
2017-02-14,64.0,shot,M,W,IN,False,attack,Not fleeing,False
2017-02-15,24.0,shot,M,B,NC,False,attack,Foot,False
2017-02-15,33.0,shot,M,W,MO,False,other,Not fleeing,False
2017-02-15,55.0,shot,M,H,CA,False,attack,Not fleeing,False
2017-02-16,17.0,shot,M,B,NY,False,attack,Foot,False
2017-02-16,48.0,shot,M,H,TX,False,attack,Not fleeing,False
2017-02-16,21.0,shot,M,B,CA,False,attack,Foot,False
2017-02-16,22.0,shot,M,W,CA,False,other,Not fleeing,False
2017-02-17,30.0,shot,M,W,TX,True,attack,Not fleeing,True
2017-02-17,34.0,shot,M,W,OK,True,attack,Not fleeing,False
2017-02-17,35.0,shot,M,B,AK,False,attack,Not fleeing,False
2017-02-17,32.0,shot,M,W,CA,False,attack,Not fleeing,False
2017-02-18,22.0,shot,M,B,ME,True,other,Not fleeing,False
2017-02-18,46.0,shot,M,B,NC,False,attack,Not fleeing,False
2017-02-19,27.0,shot,M,B,OH,False,attack,Not fleeing,False
2017-02-19,18.0,shot,M,H,NY,False,attack,Foot,False
2017-02-19,33.0,shot,M,W,AR,False,attack,Not fleeing,False
2017-02-19,26.0,shot,M,H,AZ,False,attack,Not fleeing,False
2017-02-20,27.0,shot,M,W,MO,False,attack,Not fleeing,False
2017-02-20,26.0,shot and Tasered,M,W,FL,True,attack,Not fleeing,False
2017-02-21,51.0,shot,M,W,OR,True,other,Not fleeing,False
2017-02-21,63.0,shot,M,B,MO,False,attack,Not fleeing,False
2017-02-21,38.0,shot,M,H,UT,False,attack,Not fleeing,True
2017-02-21,25.0,shot,M,H,UT,False,attack,Not fleeing,True
2017-02-21,39.0,shot,M,H,CO,False,other,Other,False
2017-02-22,41.0,shot,M,B,TX,False,attack,Not fleeing,False
2017-02-22,26.0,shot,M,W,WV,True,other,Not fleeing,False
2017-02-22,30.0,shot,F,B,TX,True,other,Car,False
2017-02-23,33.0,shot,M,H,KS,False,attack,Not fleeing,False
2017-02-23,54.0,shot,M,W,OK,False,attack,Not fleeing,False
2017-02-23,38.0,shot,M,W,OH,False,attack,Not fleeing,False
2017-02-23,24.0,shot,M,H,NV,False,other,Foot,False
2017-02-23,47.0,shot,M,B,DC,False,attack,Foot,True
2017-02-24,62.0,shot,M,W,PA,False,attack,Not fleeing,False
